IID,prs_basal_metabolic_rate,prs_power_potential,prs_stress_fracture_risk,prs_total_protein,prs_englyst_dietary_fibre,prs_savoury_snack_consumers,prs_overall_bone_mineral_density,prs_reduced_heart_beat_response_to_exercise,prs_endurance,prs_aversion_to_exercise,prs_total_fattty_acids,prs_potential_for_lean_body_mass
user3573_file2342_yearofbirth_unknown_sex_unknown.23andme,-1.9262057e-05,-1.67724394e-05,-0.000575438272,-0.000106440406,5.88844398e-05,-0.000106524173,-3.67572427e-06,0.000388625552,-3.40732217e-06,-0.000154111244,-9.38468479e-05,-1.18115999e-05
user3574_file2343_yearofbirth_unknown_sex_unknown.23andme,-2.17377778e-05,-1.31900987e-05,-0.000570840844,-8.91282751e-05,6.19286911e-05,-9.31238902e-05,0.000113725301,0.000418641037,1.61317679e-06,-0.000142659543,-7.18833605e-05,-1.36185908e-05
user357_file163_yearofbirth_unknown_sex_unknown.23andme,-1.18645953e-05,-1.58891769e-05,-0.000602552699,-9.21764228e-05,7.97447095e-05,-9.37856543e-05,-1.46814178e-05,0.000395190898,2.90844305e-06,-0.000128990962,-0.000146105061,-6.74243008e-06
user3580_file2347_yearofbirth_unknown_sex_unknown.23andme,-1.54290199e-05,-1.78086987e-05,-0.000555265973,-0.000112690599,6.99084808e-05,-9.35339964e-05,5.75035447e-05,0.000397674814,-1.66088938e-06,-0.000143183772,-0.000109704552,-7.51278756e-06
user3581_file2348_yearofbirth_unknown_sex_unknown.23andme,-1.17235546e-05,-1.55939124e-05,-0.000589100922,-8.56953183e-05,6.71478588e-05,-8.74868185e-05,6.76624851e-05,0.000401940282,9.8002963e-07,-0.000125652861,-5.50494099e-05,-4.81220423e-06
user3582_file2349_yearofbirth_unknown_sex_unknown.23andme,-1.33375783e-05,-1.29781427e-05,-0.000547464237,-0.00014687164,5.20644245e-05,-9.26881831e-05,5.0951616e-05,0.000395609571,-2.13662433e-06,-0.000138759384,-0.00016659149,-6.24641843e-06
user3585_file2350_yearofbirth_unknown_sex_unknown.23andme,-1.54290199e-05,-1.78086987e-05,-0.000555265973,-0.000112690599,6.99084808e-05,-9.35339964e-05,5.75035447e-05,0.000397674814,-1.66088938e-06,-0.000143183772,-0.000109704552,-7.51278756e-06
user3585_file2459_yearofbirth_unknown_sex_unknown.23andme,-1.54290199e-05,-1.78086987e-05,-0.000555265973,-0.000112690599,6.99084808e-05,-9.35339964e-05,5.75035447e-05,0.000397674814,-1.66088938e-06,-0.000143183772,-0.000109704552,-7.51278756e-06
user3586_file2353_yearofbirth_unknown_sex_unknown.23andme,-1.51965042e-05,-1.61769418e-05,-0.000543565236,-0.000104855601,8.41450501e-05,-9.35740682e-05,7.83577311e-05,0.000398159321,-3.61903859e-06,-0.000145151298,-0.000127718684,-7.88372e-06
user3587_file2351_yearofbirth_unknown_sex_unknown.23andme,-1.71088248e-05,-1.82346786e-05,-0.000561840445,-9.2469499e-05,7.35595967e-05,-9.73515616e-05,-2.14672462e-05,0.000414267381,-2.21402004e-06,-0.000144685034,-8.7590592e-05,-1.05166075e-05
user3589_file2352_yearofbirth_unknown_sex_unknown.23andme,-1.81581438e-05,-1.60316861e-05,-0.000558798572,-0.000111675341,8.38228254e-05,-9.58314786e-05,7.23718786e-05,0.000389972113,-5.07884553e-07,-0.000130165298,-0.000108508213,-9.3011529e-06
user3590_file2354_yearofbirth_unknown_sex_unknown.23andme,-1.81705245e-05,-1.89565264e-05,-0.000560968179,-0.000118503988,6.8023752e-05,-7.90917558e-05,0.00011766799,0.000400332977,-8.63963221e-07,-0.000135910329,-7.3692574e-05,-1.07693306e-05
user3591_file2355_yearofbirth_unknown_sex_unknown.23andme,-1.57503074e-05,-2.13253281e-05,-0.000550161844,-0.000128463954,8.39423333e-05,-8.62582137e-05,0.000100004048,0.000379267164,4.94886794e-07,-0.000142964281,-9.84337857e-05,-7.64912471e-06
user3592_file2356_yearofbirth_unknown_sex_unknown.ancestry,-8.68742375e-06,-1.09844414e-05,-0.000578323617,-0.000133279457,7.91966642e-05,-8.77500898e-05,0.000109958555,0.000410894113,-3.96924259e-06,-0.000144248936,-0.000116826517,-1.63479158e-06
user3594_file2443_yearofbirth_unknown_sex_unknown.23andme,-1.99128751e-05,-1.87055517e-05,-0.000530071089,-0.000105371411,7.31931152e-05,-9.49303377e-05,8.09601427e-05,0.000394951015,3.55300146e-07,-0.000146632025,-9.82674931e-05,-9.08945271e-06
user3597_file2363_yearofbirth_unknown_sex_unknown.23andme,-1.18140872e-05,-1.08222728e-05,-0.000540529612,-0.000130947537,8.37226758e-05,-9.08368152e-05,6.31851821e-05,0.000401928129,-2.44040115e-06,-0.000149955071,-9.2223336e-05,-3.61556968e-06
user3598_file2360_yearofbirth_unknown_sex_unknown.23andme,-2.11869721e-05,-2.17108511e-05,-0.000565339928,-0.000131792628,5.92303191e-05,-9.18669766e-05,8.64233806e-05,0.000408300046,-4.81414952e-06,-0.00013959265,-0.000117251283,-1.40218066e-05
user35_file210_yearofbirth_unknown_sex_XY.23andme-exome-vcf,-1.57601834e-05,-1.74181529e-05,-0.00055539528,-0.000112828,6.89796935e-05,-9.47021882e-05,5.1698903e-05,0.00039951968,-2.11529515e-06,-0.000143938858,-0.000127823694,-7.39121475e-06
user35_file5822_yearofbirth_unknown_sex_XY.23andme,-1.58652763e-05,-1.94132132e-05,-0.000556479678,-0.000114077317,7.33590153e-05,-9.34682535e-05,0.000120829126,0.000406090952,1.12302859e-06,-0.000134441593,-0.00011619128,-8.52815313e-06
user3600_file2362_yearofbirth_unknown_sex_unknown.23andme,-1.29446526e-05,-1.68452523e-05,-0.000572781418,-0.000105150173,6.83448158e-05,-8.58856668e-05,0.000101248918,0.000396628605,-2.65303899e-06,-0.000150268524,-0.000136948917,-4.48286573e-06
user3602_file2364_yearofbirth_unknown_sex_unknown.23andme,-1.54290199e-05,-1.78086987e-05,-0.000555265973,-0.000112690599,6.99084808e-05,-9.35339964e-05,5.75035447e-05,0.000397674814,-1.66088938e-06,-0.000143183772,-0.000109704552,-7.51278756e-06
user3605_file2365_yearofbirth_unknown_sex_unknown.23andme,-1.4544198e-05,-1.85602711e-05,-0.000527295566,-9.45618893e-05,7.81094942e-05,-9.30455298e-05,0.00013891311,0.000383591378,-1.93812224e-06,-0.000153163083,-0.000106061251,-5.74838047e-06
user3609_file2369_yearofbirth_unknown_sex_unknown.23andme,-1.40962742e-05,-2.00297335e-05,-0.000541978765,-0.000131091736,4.20343697e-05,-9.41620796e-05,2.50692406e-05,0.000395774852,-4.6321353e-06,-0.000140524702,-8.20568223e-05,-6.44207786e-06
user3611_file2372_yearofbirth_unknown_sex_unknown.23andme,-1.45126502e-05,-1.4681538e-05,-0.000568112351,-0.000108760105,7.72138473e-05,-9.60140594e-05,0.000126643215,0.000395589191,-3.86713687e-07,-0.000137493155,-0.000103990545,-6.19147042e-06
user3615_file2373_yearofbirth_unknown_sex_unknown.23andme,-1.58658553e-05,-1.40843491e-05,-0.000554345216,-8.95442457e-05,6.0222491e-05,-8.81255089e-05,3.50354293e-05,0.000387844696,-1.71638232e-06,-0.000135776921,-0.000137006644,-8.17347869e-06
user3617_file2375_yearofbirth_unknown_sex_unknown.23andme,-1.38766647e-05,-1.67798025e-05,-0.000567667098,-0.000117885447,7.36846703e-05,-9.98985773e-05,8.14311627e-05,0.000388652253,-1.40457062e-07,-0.000132065304,-0.000158678481,-4.8954401e-06
user3618_file2377_yearofbirth_unknown_sex_unknown.23andme,-1.27689564e-05,-1.46176576e-05,-0.000543794391,-0.000109325588,9.04719672e-05,-8.94351871e-05,2.36566137e-05,0.000403230438,1.59148976e-06,-0.00013578459,-9.06981955e-05,-4.35768686e-06
user3620_file2378_yearofbirth_unknown_sex_unknown.23andme,-1.78681623e-05,-1.28637187e-05,-0.000570487405,-0.000124593646,7.61387739e-05,-0.000104383669,7.79102405e-05,0.000405991453,-8.59023379e-07,-0.000135090273,-0.000154876201,-8.6278612e-06
user3622_file2379_yearofbirth_unknown_sex_unknown.23andme,-1.36046481e-05,-1.97368051e-05,-0.000552652899,-0.00013657684,6.61212477e-05,-9.02185736e-05,-6.024854e-05,0.000410162643,-4.7287962e-08,-0.00012915502,-0.000139469849,-5.55362599e-06
user3623_file2380_yearofbirth_unknown_sex_unknown.23andme,-1.63995893e-05,-1.80869535e-05,-0.000528282865,-9.27988839e-05,6.57602287e-05,-9.58910156e-05,2.74473255e-05,0.000394365172,2.43261135e-07,-0.000150903824,-0.000101474,-9.62687915e-06
user3624_file2381_yearofbirth_unknown_sex_unknown.ancestry,-1.05069989e-05,-1.63921916e-05,-0.000555056352,-0.000123334088,7.34460265e-05,-9.08363168e-05,-7.83268587e-06,0.000412264395,-1.57081594e-06,-0.000134909547,-9.48501476e-05,-6.4883037e-07
user3625_file2382_yearofbirth_unknown_sex_unknown.23andme,-1.63177971e-05,-2.13466163e-05,-0.000549701653,-0.000111303091,7.44263144e-05,-8.7766568e-05,9.58188639e-05,0.000390612755,-4.6478039e-07,-0.000136489113,-0.00011725788,-9.40709764e-06
user3626_file2383_yearofbirth_unknown_sex_unknown.ancestry,-1.49136489e-05,-1.8039107e-05,-0.000549378656,-0.00012497412,6.4217935e-05,-0.000101600554,4.02299308e-05,0.000409706366,-3.51635123e-06,-0.000150881287,-0.000113347672,-6.9373862e-06
user3627_file2384_yearofbirth_unknown_sex_unknown.23andme,-1.69062868e-05,-1.7581324e-05,-0.00057704513,-0.000118974847,8.06193671e-05,-8.72637738e-05,6.08159615e-05,0.000414272956,-3.38253451e-06,-0.000170668091,-0.000103171814,-8.29879085e-06
user3627_file2386_yearofbirth_unknown_sex_unknown.23andme,-1.72274084e-05,-1.52540573e-05,-0.000557967856,-0.00010987518,9.83982965e-05,-8.99019193e-05,7.00894629e-05,0.000411854544,-4.49178839e-07,-0.000145617797,-0.000123522907,-8.7837743e-06
user3629_file2385_yearofbirth_unknown_sex_unknown.23andme,-1.54290199e-05,-1.78086987e-05,-0.000555265973,-0.000112690599,6.99084808e-05,-9.35339964e-05,5.75035447e-05,0.000397674814,-1.66088938e-06,-0.000143183772,-0.000109704552,-7.51278756e-06
user3631_file2387_yearofbirth_unknown_sex_unknown.23andme,-1.54290199e-05,-1.78086987e-05,-0.000555265973,-0.000112690599,6.99084808e-05,-9.35339964e-05,5.75035447e-05,0.000397674814,-1.66088938e-06,-0.000143183772,-0.000109704552,-7.51278756e-06
user3638_file2391_yearofbirth_unknown_sex_unknown.23andme,-1.59824768e-05,-1.63662684e-05,-0.000571962026,-9.42916372e-05,6.92454725e-05,-0.000102276767,-2.41945741e-06,0.00039459023,-1.26181813e-06,-0.000128359027,-7.34911691e-05,-5.69869733e-06
user3639_file2392_yearofbirth_unknown_sex_unknown.23andme,-1.64833838e-05,-1.26106502e-05,-0.000562278831,-0.000105953817,5.42948316e-05,-8.99514796e-05,8.97293871e-05,0.000403552482,-1.22616851e-06,-0.000135445944,-0.000136868305,-6.86849654e-06
user363_file165_yearofbirth_unknown_sex_unknown.23andme,-1.76479769e-05,-1.54607767e-05,-0.000566257672,-8.17260787e-05,7.98460739e-05,-8.38448889e-05,1.92307737e-05,0.0004122735,5.87976033e-07,-0.000146245605,-0.000113178447,-9.9890301e-06
user3640_file2393_yearofbirth_unknown_sex_unknown.23andme,-1.77136273e-05,-1.89545907e-05,-0.0005622993,-0.000104181389,6.50033765e-05,-9.75522263e-05,8.03065896e-05,0.000394886723,-6.12318278e-07,-0.000150316138,-0.000119085318,-1.12402972e-05
user3641_file4147_yearofbirth_1991_sex_XY.23andme,-2.10773423e-05,-1.47351563e-05,-0.000545209562,-0.000103342897,5.7266992e-05,-0.00010329554,7.52351753e-05,0.00040630311,-1.41559507e-07,-0.000129540739,-0.000101071274,-1.30498725e-05
user3642_file2394_yearofbirth_unknown_sex_unknown.23andme,-1.49112892e-05,-1.42518096e-05,-0.000537448653,-0.000128624585,6.39981799e-05,-9.10784017e-05,4.8441171e-05,0.0004060539,-1.6530214e-06,-0.000131380926,-0.000112714324,-5.38987685e-06
user3643_file2395_yearofbirth_unknown_sex_unknown.23andme,-1.89936244e-05,-1.90808608e-05,-0.000565955432,-0.000123197677,8.41727238e-05,-9.11731533e-05,5.75847984e-05,0.000409838891,-1.78847632e-06,-0.000138673178,-0.000120649459,-9.61095319e-06
user3644_file2396_yearofbirth_unknown_sex_unknown.23andme,-1.77091947e-05,-1.62412699e-05,-0.000531441122,-0.000128135646,8.97821182e-05,-9.07416287e-05,7.19460355e-05,0.000390941796,1.86198961e-06,-0.000140554237,-0.000111956124,-7.86530205e-06
user3647_file2398_yearofbirth_unknown_sex_unknown.23andme,-1.61040778e-05,-2.17962801e-05,-0.000535147893,-0.000129110025,7.63103131e-05,-8.78774134e-05,6.72832474e-05,0.000399106112,-2.2286737e-06,-0.000142780353,-6.73047576e-05,-7.04844401e-06
user3651_file2400_yearofbirth_unknown_sex_unknown.23andme,-1.23965392e-05,-2.21140953e-05,-0.000563028721,-0.000104393688,8.98101365e-05,-9.57901124e-05,1.28388175e-05,0.000401028298,-1.13242018e-06,-0.00014486121,-0.000101131721,-6.52436897e-06
user3653_file2401_yearofbirth_unknown_sex_unknown.23andme,-1.55810976e-05,-1.94049776e-05,-0.000538962416,-0.000115627196,6.27925893e-05,-9.80602599e-05,1.01073184e-05,0.000414632978,3.01856373e-07,-0.000138222207,-8.61688813e-05,-6.67843839e-06
user3654_file2402_yearofbirth_1977_sex_XY.23andme,-1.57749965e-05,-2.13187904e-05,-0.000557329692,-0.000111957902,7.69629322e-05,-9.28418754e-05,0.000137859636,0.000403513308,-2.67128605e-06,-0.000139121757,-0.000135950237,-7.4729997e-06
user3655_file2403_yearofbirth_unknown_sex_unknown.23andme,-1.1338877e-05,-2.02476843e-05,-0.000564821541,-0.000113373493,7.71197077e-05,-9.82262293e-05,0.000121394044,0.00039559952,-3.50990657e-06,-0.000147741152,-0.000115807867,-4.81775762e-06
user3657_file2404_yearofbirth_unknown_sex_unknown.23andme,-1.58059306e-05,-1.62824747e-05,-0.000545259645,-0.000114628539,7.01746919e-05,-9.51673652e-05,6.10248833e-05,0.000386129958,-4.77893704e-06,-0.000137299965,-5.78071295e-05,-7.85270117e-06
user3658_file2405_yearofbirth_unknown_sex_unknown.23andme,-1.51347093e-05,-1.74972778e-05,-0.000533443106,-8.62062796e-05,6.62583892e-05,-9.01922184e-05,0.000135254883,0.000398032401,-2.0547068e-06,-0.000144928993,-4.64630557e-05,-4.90023301e-06
user3660_file2406_yearofbirth_unknown_sex_unknown.ancestry,-1.71843421e-05,-1.57966857e-05,-0.000565730717,-0.000111333522,7.17050468e-05,-9.68309594e-05,3.57169439e-05,0.000395740989,1.832182e-08,-0.000140802405,-0.000135758114,-8.7211807e-06
user3661_file2407_yearofbirth_unknown_sex_unknown.23andme,-1.54290199e-05,-1.78086987e-05,-0.000555265973,-0.000112690599,6.99084808e-05,-9.35339964e-05,5.75035447e-05,0.000397674814,-1.66088938e-06,-0.000143183772,-0.000109704552,-7.51278756e-06
user3662_file2408_yearofbirth_unknown_sex_unknown.23andme,-1.53384071e-05,-1.94852428e-05,-0.000570672073,-0.000122075593,8.39226134e-05,-8.27474852e-05,3.7021615e-05,0.00039233044,1.98976712e-06,-0.000148511112,-0.000105770543,-8.32334041e-06
user3663_file2409_yearofbirth_unknown_sex_unknown.23andme,-1.37475344e-05,-1.95414087e-05,-0.000555789362,-0.000106492368,7.10982052e-05,-8.85262613e-05,7.986652e-07,0.000404340567,-6.4078963e-06,-0.000150560044,-0.000106034848,-6.88021909e-06
user3664_file2410_yearofbirth_unknown_sex_unknown.23andme,-1.45332255e-05,-1.77654364e-05,-0.000561015894,-0.000119079681,7.41526836e-05,-9.6350244e-05,1.13847278e-05,0.00039463959,-2.04464388e-06,-0.000147276829,-0.000149026448,-6.27699327e-06
user3665_file2411_yearofbirth_unknown_sex_unknown.23andme,-2.2079111e-05,-1.93325894e-05,-0.000557010237,-0.000127839911,7.76733814e-05,-8.51979303e-05,2.8501501e-05,0.00039923698,1.00933109e-06,-0.000134410026,-0.000110119363,-1.26154499e-05
user3666_file2412_yearofbirth_unknown_sex_unknown.23andme,-1.47237492e-05,-1.62247929e-05,-0.000549371151,-0.000125549673,6.49499232e-05,-0.000100208652,4.79878685e-05,0.000402431045,1.75086681e-06,-0.000139726415,-0.000119065137,-4.9350481e-06
user3667_file2413_yearofbirth_unknown_sex_unknown.23andme,-1.44924503e-05,-1.8194165e-05,-0.00055569296,-0.000109524478,6.70481946e-05,-0.000100920516,0.000114589115,0.00038473952,-2.59424631e-06,-0.000149685868,-0.000102800902,-7.68622355e-06
user3668_file2414_yearofbirth_1994_sex_XY.23andme,-1.58492803e-05,-1.95581794e-05,-0.000549525558,-0.000114519202,7.6106117e-05,-8.69063297e-05,7.34746858e-05,0.000406689196,-5.97079187e-07,-0.000146452194,-0.000112949082,-8.31240792e-06
user3669_file2415_yearofbirth_unknown_sex_unknown.23andme,-1.57134264e-05,-2.11802038e-05,-0.000540183366,-9.25585262e-05,5.84087366e-05,-8.30184387e-05,0.000109662903,0.000379502192,-2.30768706e-07,-0.000137164019,-0.000127000916,-1.18322967e-05
user366_file167_yearofbirth_1950_sex_XY.23andme,-1.00861417e-05,-7.75750414e-06,-0.000566905988,-0.000139528704,4.89518661e-05,-9.5998738e-05,9.1925729e-05,0.000395790856,-1.08501359e-06,-0.000129016148,-0.000121083341,2.87982066e-07
user3670_file2530_yearofbirth_unknown_sex_unknown.23andme,-1.91201834e-05,-2.27291033e-05,-0.000556417908,-0.000118087915,7.97323934e-05,-9.16956257e-05,8.31768633e-05,0.000396937458,-4.54082825e-06,-0.000152055791,-8.97947711e-05,-1.06893125e-05
user3671_file2416_yearofbirth_1962_sex_XX.ancestry,-1.50147551e-05,-1.95173907e-05,-0.000567183492,-0.000110833602,9.74098059e-05,-9.57819454e-05,4.80815246e-05,0.00040248614,3.25299853e-08,-0.000127695071,-0.000137173991,-9.99067274e-06
user3672_file2417_yearofbirth_unknown_sex_unknown.ancestry,-1.94526123e-05,-1.98267887e-05,-0.000564060241,-0.000104171833,0.000102517766,-0.000105058226,3.72322581e-05,0.000390075693,-5.67309892e-06,-0.00015344199,-6.89349359e-05,-1.04629468e-05
user3673_file2418_yearofbirth_unknown_sex_unknown.23andme,-1.79534158e-05,-1.76644528e-05,-0.0005537502,-9.88521956e-05,8.88170869e-05,-9.35339442e-05,9.0476237e-05,0.000391077541,-3.2282998e-07,-0.000141249786,-0.000123326343,-1.13852585e-05
user3674_file2419_yearofbirth_unknown_sex_unknown.ancestry,-9.65582084e-06,-1.49414813e-05,-0.000509591851,-0.000121650018,7.51089851e-05,-8.9191594e-05,9.38168743e-05,0.000404208754,-5.13032093e-06,-0.000138801496,-0.000152611144,-1.3101327e-06
user3675_file2420_yearofbirth_unknown_sex_unknown.23andme,-1.917294e-05,-1.88704787e-05,-0.000526789044,-0.000105419914,7.02128961e-05,-8.29444595e-05,4.96461998e-05,0.000394506025,7.79514832e-07,-0.000136193543,-7.47147412e-05,-1.09486562e-05
user3676_file2421_yearofbirth_unknown_sex_unknown.23andme,-1.80078358e-05,-1.97823434e-05,-0.000512126334,-0.000114928167,6.31629253e-05,-8.75803935e-05,0.000126618733,0.000402300294,-1.18779002e-06,-0.000142722142,-9.66966568e-05,-1.14851017e-05
user3677_file2427_yearofbirth_unknown_sex_unknown.23andme,-1.11975086e-05,-1.62142003e-05,-0.000539337337,-9.89590345e-05,6.39448526e-05,-9.60835818e-05,0.000105659117,0.00040473887,-3.55340218e-06,-0.000135443554,-9.17655476e-05,-4.62048286e-06
user3678_file2424_yearofbirth_unknown_sex_unknown.23andme,-1.72604274e-05,-1.28201364e-05,-0.000554323345,-0.000109738279,4.89331314e-05,-9.03721839e-05,3.1038343e-05,0.000400459268,3.94936489e-07,-0.000133928068,-0.00010840698,-8.42774839e-06
user3679_file2426_yearofbirth_unknown_sex_unknown.23andme,-1.74951996e-05,-1.62200888e-05,-0.000559630374,-0.000121163384,9.04210411e-05,-8.65275534e-05,0.000157796163,0.000383781947,-6.04225863e-07,-0.000133917747,-0.0001160971,-1.16318042e-05
user3680_file2428_yearofbirth_unknown_sex_unknown.23andme,-1.89363786e-05,-1.64655948e-05,-0.00055779589,-8.22171596e-05,7.30577967e-05,-8.58908749e-05,3.91801159e-06,0.000395618907,4.26568773e-07,-0.000153202071,-0.000121471555,-1.11150297e-05
user3682_file2429_yearofbirth_unknown_sex_unknown.23andme,-2.00067402e-05,-1.70321782e-05,-0.000546957021,-0.000110481761,6.56719504e-05,-9.74628989e-05,2.97953718e-05,0.000401808908,-3.2472209e-07,-0.000142917543,-7.87855865e-05,-1.20464044e-05
user3683_file2430_yearofbirth_unknown_sex_unknown.23andme,-1.61295744e-05,-2.310416e-05,-0.000558584142,-0.000122443154,5.24708201e-05,-9.76293258e-05,3.51081044e-05,0.000377663689,-3.38239719e-06,-0.000144012027,-0.000117031711,-1.00071035e-05
user3685_file2431_yearofbirth_unknown_sex_unknown.23andme,-1.54290199e-05,-1.78086987e-05,-0.000555265973,-0.000112690599,6.99084808e-05,-9.35339964e-05,5.75035447e-05,0.000397674814,-1.66088938e-06,-0.000143183772,-0.000109704552,-7.51278756e-06
user3687_file2432_yearofbirth_unknown_sex_unknown.23andme,-1.42727708e-05,-1.86978917e-05,-0.000546024773,-0.000108562467,6.87779714e-05,-9.18712791e-05,0.000152779491,0.000404120352,1.00600245e-06,-0.000144801096,-0.000129833882,-5.9537909e-06
user3689_file2434_yearofbirth_unknown_sex_unknown.23andme,-9.38439943e-06,-1.51336421e-05,-0.000557210664,-0.00011646536,5.5220245e-05,-9.50593721e-05,-6.00241561e-06,0.000386054581,6.86927611e-07,-0.000145827291,-0.000106871012,1.65653477e-07
user368_file168_yearofbirth_1958_sex_XX.23andme,-1.14725536e-05,-1.85493769e-05,-0.000543861958,-0.000108406748,7.97456756e-05,-8.35260074e-05,-1.65893111e-05,0.0003905547,-6.50563927e-06,-0.000150816924,-0.000138302552,-2.35317817e-06
user3690_file2435_yearofbirth_unknown_sex_unknown.23andme,-1.53389793e-05,-1.6766388e-05,-0.000559144285,-0.000121297734,6.63293456e-05,-9.71288614e-05,-8.79284708e-06,0.000385604587,-2.08679599e-06,-0.000132702883,-9.77845907e-05,-6.07565522e-06
user3691_file2436_yearofbirth_unknown_sex_unknown.ancestry,-1.85847299e-05,-1.46400936e-05,-0.000496211977,-0.000118307412,5.62340815e-05,-8.64022811e-05,9.3416442e-05,0.000406691434,-5.02160293e-06,-0.000122754131,-0.000176702542,-1.09980486e-05
user3695_file2438_yearofbirth_unknown_sex_unknown.23andme,-1.30482073e-05,-2.06792016e-05,-0.000547183639,-0.000113341212,7.92805099e-05,-8.79624543e-05,6.38278975e-05,0.000389776274,-2.71576472e-06,-0.000136225184,-7.43772515e-05,-4.1921171e-06
user3699_file2440_yearofbirth_unknown_sex_unknown.23andme,-1.62606506e-05,-2.29549394e-05,-0.000553011225,-0.00010958716,7.62120617e-05,-9.69680881e-05,3.46720803e-05,0.000378351641,-9.56689377e-07,-0.000138625829,-0.000120657244,-8.64955614e-06
user36_file14_yearofbirth_1986_sex_XY.23andme,-1.40766481e-05,-1.83529396e-05,-0.000536419652,-9.51060731e-05,8.04495145e-05,-9.05104293e-05,1.30457548e-05,0.000390919995,-2.4338236e-06,-0.000146296546,-9.72380163e-05,-7.16798682e-06
user36_file207_yearofbirth_1986_sex_XY.23andme-exome-vcf,-1.57674223e-05,-1.76939875e-05,-0.000552327737,-0.000111999367,6.61615638e-05,-9.29073766e-05,4.98841093e-05,0.00039914627,-1.02417677e-06,-0.000140391977,-0.000101508163,-8.42457271e-06
user36_file327_yearofbirth_1986_sex_XY.23andme-exome-vcf,-1.4803539e-05,-1.82836139e-05,-0.000551556236,-0.000113164803,6.53681669e-05,-9.19949184e-05,5.34327318e-05,0.000399059359,-7.52508365e-07,-0.000140031311,-0.000101982668,-7.15174352e-06
user3703_file2444_yearofbirth_unknown_sex_unknown.23andme,-1.59890406e-05,-1.34074545e-05,-0.000551723299,-0.000131569487,7.26947418e-05,-9.2504882e-05,1.19320234e-05,0.000392882844,-9.67788914e-08,-0.00012427159,-0.000131802751,-6.71632976e-06
user3705_file2445_yearofbirth_unknown_sex_unknown.23andme,-1.09983582e-05,-1.87965654e-05,-0.000563096682,-9.35548286e-05,8.5403669e-05,-0.00010715844,2.08846853e-05,0.000401377958,-3.32824259e-06,-0.000141703865,-0.00012056228,-4.69380542e-06
user3706_file2446_yearofbirth_unknown_sex_unknown.23andme,-1.73451361e-05,-1.87374954e-05,-0.000550135586,-9.25047617e-05,6.61452949e-05,-8.77889082e-05,-1.1123979e-05,0.000397256125,-5.74390343e-06,-0.000148667884,-0.00011255528,-9.72693369e-06
user3706_file2447_yearofbirth_unknown_sex_unknown.23andme,-1.79673279e-05,-2.58602913e-05,-0.000558126863,-9.22086356e-05,5.3522029e-05,-8.60848837e-05,0.000117498709,0.000376379342,1.70955805e-06,-0.000158510164,6.86920372e-06,-1.02614606e-05
user3708_file2449_yearofbirth_unknown_sex_unknown.23andme,-1.36131195e-05,-1.38277201e-05,-0.000556941364,-0.000110934471,7.4802997e-05,-0.000101983927,5.54854714e-05,0.000404994853,-1.76394051e-06,-0.000133868307,-0.000101647164,-7.11235276e-06
user3709_file2450_yearofbirth_unknown_sex_unknown.23andme,-1.54290199e-05,-1.78086987e-05,-0.000555265973,-0.000112690599,6.99084808e-05,-9.35339964e-05,5.75035447e-05,0.000397674814,-1.66088938e-06,-0.000143183772,-0.000109704552,-7.51278756e-06
user3712_file2451_yearofbirth_unknown_sex_unknown.23andme,-2.22139511e-05,-1.87211051e-05,-0.000572623899,-0.000112014343,6.99556002e-05,-9.20058406e-05,8.8775867e-05,0.000394251335,-2.6360811e-06,-0.000152407051,-7.16531936e-05,-1.39509882e-05
user3717_file2457_yearofbirth_unknown_sex_unknown.23andme,-1.55809875e-05,-1.81284393e-05,-0.000541363784,-0.000105318944,8.98280394e-05,-0.000100982296,3.05097817e-05,0.00040299066,-1.82659124e-06,-0.000142406089,-0.00010232872,-8.21192936e-06
user3723_file2462_yearofbirth_unknown_sex_unknown.23andme,-2.00997169e-05,-1.28588006e-05,-0.000561297296,-0.000123275427,8.00734705e-05,-9.41513687e-05,-9.56983455e-06,0.000388043999,-1.71057471e-06,-0.00013025863,-9.84689041e-05,-1.0802908e-05
user3732_file2469_yearofbirth_unknown_sex_unknown.23andme,-1.63655762e-05,-1.5698869e-05,-0.000541796413,-0.000127146828,5.41140431e-05,-9.43212293e-05,0.000161490727,0.000400967616,-2.79674502e-06,-0.000141580634,-8.14378215e-05,-7.23729983e-06
user3734_file2471_yearofbirth_unknown_sex_unknown.23andme,-1.08072677e-05,-2.45509747e-05,-0.000562148725,-0.000118130326,7.42479337e-05,-9.9098729e-05,2.18658722e-05,0.000375422132,-9.99737598e-08,-0.000133664282,-0.000101504658,-4.28583535e-06
user3739_file2475_yearofbirth_unknown_sex_unknown.23andme,-2.25138721e-05,-1.21501254e-05,-0.000548311374,-0.000114306446,6.8282912e-05,-8.80234255e-05,1.47338714e-05,0.000395849117,-4.71758953e-06,-0.000149077152,-0.000120199134,-1.26280576e-05
user3743_file2479_yearofbirth_unknown_sex_unknown.23andme,-1.46442313e-05,-1.75860431e-05,-0.000572863376,-0.000132125336,6.16769766e-05,-9.66183311e-05,3.68550445e-05,0.000389359784,-2.75459701e-06,-0.000137776509,-8.62880394e-05,-5.9328586e-06
user3747_file2482_yearofbirth_unknown_sex_unknown.23andme,-1.39663016e-05,-1.66563175e-05,-0.000549679854,-0.000127297635,8.76900416e-05,-9.77850379e-05,0.000108533397,0.000403184654,3.58367986e-06,-0.000131920078,-0.000118487619,-5.13936338e-06
